"Filing Date","Document Type","Filed By","Description"
"June 21, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164303040""><span style=""color:blue""><u>MOTION</u></span></a>","Robert Mowris & Associates, Inc.","Motion for party status."
"June 20, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163484289""><span style=""color:blue""><u>MOTION</u></span></a>","California Municipal Utilities Association","Motion for Party Status."
"June 20, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=165369014""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Regional Energy Network","COMMENTS ON ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE’S RULING SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 20, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164950797""><span style=""color:blue""><u>COMMENTS</u></span></a>","Nextant","COMMENTS ON ASSIGNED COMMISSIONER RULING SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164303045""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company","COMMENTS ON RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=165368996""><span style=""color:blue""><u>COMMENTS</u></span></a>","National Association of Energy Service Companies","COMMENTS ON THE RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164949995""><span style=""color:blue""><u>COMMENTS</u></span></a>","Home Energy Analytics","COMMENTS ADDRESSING ADMINISTRATIVE LAW JUDGE’S RULING SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS "
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164950994""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Municipal Utilities Association","COMMENTS ON RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164950654""><span style=""color:blue""><u>COMMENTS</u></span></a>","ORA/ZHANG/CPUC","COMMENTS ON RULING OF THE ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164950880""><span style=""color:blue""><u>COMMENTS</u></span></a>","East Bay Energy Watch Strategic Advisory Committee","COMMENTS TO RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUTE ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164949989""><span style=""color:blue""><u>COMMENTS</u></span></a>","Ecology Action of Santa Cruz","COMMENTS REGARDING ADMINISTRATIVE LAW JUDGE’S RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164951245""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Energy Efficiency Industry Council","COMMENTS TO RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD- PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164951244""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company","OPENING COMMENTS ON RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164951243""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company","OPENING COMMENTS ON RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164949920""><span style=""color:blue""><u>COMMENTS</u></span></a>","CLEAResult","COMMENTS ON RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164949919""><span style=""color:blue""><u>COMMENTS</u></span></a>","TURN - The Utility Reform Network","COMMENTS REGARDING STATEWIDE AND THIRD PARTY PROGRAMS [PHASE IIb]"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164950914""><span style=""color:blue""><u>COMMENTS</u></span></a>","City of Lancaster","COMMENTS ON RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164950575""><span style=""color:blue""><u>COMMENTS</u></span></a>","Institute of Heating and Air Conditioning Industries, Inc.","RESPONSE TO ADMINISTRATIVE  LAW JUDGE'S RULING SEEKING COMMENT ON EVALUATION, MEASUREMENT,  AND VERIFICATION AND ENERGY SAVINGS PERFORMANCE INCENTIVE ISSUES.  [Comments on the June 8, 2016 Ruling.]"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164950905""><span style=""color:blue""><u>COMMENTS</u></span></a>","Local Government Sustainable Energy Coalition","COMMENTS IN RESPONSE TO THE MAY 24, 2016 ADMINISTRATIVE LAW JUDGE RULING SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164950796""><span style=""color:blue""><u>COMMENTS</u></span></a>","IBEW-NECA Labor Management Cooperation Committee","JOINT COMMENTS ON THE ASSIGNED COMMISSIONER AND ALJ RULING SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164950907""><span style=""color:blue""><u>COMMENTS</u></span></a>","SYNERGY COMPANIES","COMMENTS ON THE RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS
"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164950906""><span style=""color:blue""><u>COMMENTS</u></span></a>","Cal UCONS, Inc.","COMMENTS ON THE RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164300661""><span style=""color:blue""><u>COMMENTS</u></span></a>","CodeCycle LLC","Comments on Ruling of Assigned Commissioner and Administrative Law Judge seeking input on approaches for statewide and third-party programs. "
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164303649""><span style=""color:blue""><u>COMMENTS</u></span></a>","Center for Sustainable Energy","Comments on the Ruling of Assigned Commissioner and Administrative Law Judge seeking input on approaches for statewide and third-party programs. "
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164300660""><span style=""color:blue""><u>COMMENTS</u></span></a>","Marin Clean Energy","Comments on Ruling of Assigned Commissioner and Administrative Law Judge seeking input on approaches for statewide and third-party programs. "
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164303416""><span style=""color:blue""><u>COMMENTS</u></span></a>","Natural Resources Defense Council","Opening comments on the Ruling of Assigned Commissioner and Administrative Law Judge seeking input on approaches for statewide and third-party programs. "
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164303089""><span style=""color:blue""><u>MOTION</u></span></a>","East Bay Energy Watch Strategic Advisory Committee","Motion for Party Status."
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164303602""><span style=""color:blue""><u>COMMENTS</u></span></a>","BlueGreen Alliance","COMMENTS ON THE RULING SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164302726""><span style=""color:blue""><u>COMMENTS</u></span></a>","Sonoma Clean Power Authority","COMMENTS ON THE RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164302723""><span style=""color:blue""><u>COMMENTS</u></span></a>","Association of Bay Area Governments","COMMENTS RE RULING SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 17, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164303593""><span style=""color:blue""><u>COMMENTS</u></span></a>","PACIFIC GAS AND ELECTRIC COMPANY","COMMENTS ON STATEWIDE AND THIRD-PARTY ENERGY EFFICIENCY PROGRAMS"
"June 16, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163483941""><span style=""color:blue""><u>MOTION</u></span></a>","Association of Monterey Bay Area Governments","Motion for Party Status."
"June 16, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164303481""><span style=""color:blue""><u>COMMENTS</u></span></a>","Association of Monterey Bay Area Governments","OPENING COMMENTS ON RULING OF ASSIGNED COMMISSIONER AND ADMINISTRATIVE LAW JUDGE SEEKING INPUT ON APPROACHES FOR STATEWIDE AND THIRD-PARTY PROGRAMS"
"June 15, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163154894""><span style=""color:blue""><u>MOTION</u></span></a>","ENERGY EFFICIENCY INC. (EEI),ENERGY EFFICIENCY INC. (EEI)","Motion for Party Status."
"June 15, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163484489""><span style=""color:blue""><u>MOTION</u></span></a>","Institute of Heating and Air Conditioning Industries, Inc.","Motion for Party Status."
"June 15, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163151922""><span style=""color:blue""><u>MOTION</u></span></a>","SYNERGY COMPANIES,SYNERGY COMPANIES","Motion for Party Status."
"June 14, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163152775""><span style=""color:blue""><u>MOTION</u></span></a>","CLEAResult Consulting Inc.","Motion for Party Status."
"June 13, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163151928""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/FITCH/CPUC","E-Mail Ruling granting party status to BlueGreen Alliance."
"June 10, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163155153""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/FITCH/CPUC,ALJ/HYMES/CPUC","Joint Administrative Law Judge’s Ruling providing guidance on compliance with Assembly Bill 793 activities. "
"June 10, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163154967""><span style=""color:blue""><u>MOTION</u></span></a>","BlueGreen Alliance","Motion for Party Status."
"June 08, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163129380""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/FITCH/CPUC","ADMINISTRATIVE LAW JUDGE’S RULING SEEKING COMMENT ON EVALUATION, MEASUREMENT, AND VERIFICATION AND ENERGY SAVINGS PERFORMANCE INCENTIVE ISSUES.  (1) Opening comments due June 24, 2016.  (2) Reply comments due July 1, 2016."
"June 07, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163425725""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/FITCH/CPUC","E-Mail Ruling granting party status to CodeCycle LLC."
"June 07, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163483645""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/FITCH/CPUC","EMAIL RULING GRANTING PARTY STATUS TO NEXANT, INC."
"June 07, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163483964""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/FITCH/CPUC","EMAIL RULING GRANTING PARTY STATUS TO NATIONAL COMFORT INSTITUTE"
"June 06, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163113852""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/FITCH/CPUC","Administrative Law Judge’s Ruling granting in part request for extension of time. The time for filing comments and reply comments on the 5/24/2016 Ruling of Assigned Commissioner and Administrative Law Judge is extended. The time for filing and serving comments is extended to June 17, 2016. The time for filing and serving reply comments is extended to June 27, 2016."
"June 06, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163114280""><span style=""color:blue""><u>MOTION</u></span></a>","Nexant, Inc.","Motion for Party Status."
"June 02, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163154884""><span style=""color:blue""><u>EXPARTE</u></span></a>","ORA/ZHANG/CPUC","SUMMARY:  On May 31, 2016, Mike Campbell, Program Manager, the Office of Ratepayer Advocates (ORA), met with David Gamson, advisor to Cmmr. Peterman, in San Francisco.  Also present were Daniel Buch and Alexander Cole, analysts, and Zhen Zhang, attorney, for the ORA. ORA representatives discussed the interaction of Senate Bill (SB) 350 and Integrated Resource Plan (IRP) issues related to energy efficiency policies. ORA stated that it supports the goals of SB 350 and the IRP."
"June 01, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164950475""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","Pacific Gas and Electric Company,Southern California Edison Company,San Diego Gas & Electric Company","STATEWIDE LIGHTING MARKET TRANSFORMATION REPORT"
"May 25, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=165370028""><span style=""color:blue""><u>COMMENTS</u></span></a>","FirstFuel Software, Inc","REPLY COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING SEEKING COMMENT ON ENERGY EFFICIENCY BASELINE POLICY AND RELATED ISSUES"
"May 24, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=162005234""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/FITCH/CPUC,CMMR/PETERMAN/CPUC","Ruling of Assigned Commissioner and Administrative Law Judge seeking input on approaches for statewide and third-party programs. Parties wishing to comment shall file and serve comments by no later than June 10, 2016. Parties shall file and serve reply comments by no later than June 20, 2016."
"May 24, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=164300659""><span style=""color:blue""><u>COMMENTS</u></span></a>","ORA/ZHANG/CPUC,The Utility Reform Network","Joint reply comments on Administrative Law Judge’s Ruling seeking comment on energy efficiency baseline policy and related issues. "
"May 24, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=163155010""><span style=""color:blue""><u>COMMENTS</u></span></a>","Ecology Action of Santa Cruz","REPLY COMMENTS REGARDING ADMINISTRATIVE LAW JUDGE’S RULING SEEKING COMMENT ON ENERGY EFFICIENCY BASELINE POLICY AND RELATED ISSUES"
"May 24, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=162654717""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Energy Efficiency Industry Council","REPLY COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING SEEKING COMMENT ON ENERGY EFFICIENCY BASELINE POLICY AND RELATED ISSUES"
"May 24, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=162654289""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company","REPLY COMMENTS TO PARTIES’ COMMENTS ON ENERGY EFFICIENCY BASELINE POLICY AND RELATED ISSUES"
"May 24, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=162654184""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company,San Diego Gas & Electric Company","REPLY COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING SEEKING COMMENT ON ENERGY EFFICIENCY BASELINE POLICY AND RELATED ISSUES"
"May 24, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=162653172""><span style=""color:blue""><u>COMMENTS</u></span></a>","PACIFIC GAS AND ELECTRIC COMPANY","REPLY COMMENTS ON ENERGY EFFICIENCY BASELINE POLICY AND RELATED ISSUES"
"May 24, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=162654177""><span style=""color:blue""><u>COMMENTS</u></span></a>","Joint Committee on Energy and Environmental Policy","REPLY COMMENTS ON ENERGY AND ENVIRONMENTAL POLICY ON ADMINISTRATIVE LAW JUDGE’S RULING SEEKING COMMENT ON ENERGY EFFICIENCY BASELINE POLICY AND RELATED ISSUES"
"May 24, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=162654176""><span style=""color:blue""><u>COMMENTS</u></span></a>","IBEW-NECA Labor Management Cooperation Committee","REPLY COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING SEEKING COMMENT ON ENERGY EFFICIENCY BASELINE POLICY AND RELATED ISSUES"
"May 24, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=162654387""><span style=""color:blue""><u>COMMENTS</u></span></a>","Cal-UCONS, Inc.","REPLY COMMENTS ON ADMINISTRATIVE LAW JUDGE’S RULING SEEKING COMMENT ON ENERGY EFFICIENCY BASELINE POLICY AND RELATED ISSUES"
"May 24, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=162654173""><span style=""color:blue""><u>COMMENTS</u></span></a>","National Association of Energy Service Companies","REPLY COMMENTS ON THE COMMENTS OF OTHER PARTIES ON THE  ADMINISTRATIVE LAW JUDGE’S RULING SEEKING COMMENT ON ENERGY EFFICIENCY BASELINE POLICY AND RELATED ISSUES"
"May 20, 2016","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=162005312""><span style=""color:blue""><u>MOTION</u></span></a>","National Comfort Institute","Motion for Party Status."
